article_source,sirens,source_invoice_ids_count,source_invoice_ids_sample,compte_comptable
GOMBO 5KG AGROLULO HONDURAS,904981941,2,fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
PATATE DOUCE BLANCHE 10KG HONDURAS,904981941,2,fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:6549927d-c51c-4c61-b3bb-1b8a5d06d7c7,6011
AVOCAT,904981941,2,fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:db8de7e8-2d7a-4dc6-89c7-ff17f0fb2f65,601
Electricité,904981941,2,fr_bd_904981941:2183de83-371d-46e6-baae-03b0e5f82d56 | fr_bd_904981941:b4b53a1d-41cd-4d58-bf4f-eb5207aa5a51,606100
COURBINE 80/1200 10KG PRODI SENEGAL,904981941,2,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188 | fr_bd_904981941:c9968d91-339d-41ab-b7cd-b799f76b6fa6,6011
TILAPIA MOYEN 600/800 3.2KG (WS) CHINE,904981941,2,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188 | fr_bd_904981941:59da53e3-fac9-4e7e-adb0-be2f53df6f7a,6011
CONCOMBRE PAYS-BAS,904981941,2,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188 | fr_bd_904981941:43242b9c-07ea-4e02-a813-58e6e4cb6b2d,6011
Abonnement d'électricité - Offre classique du 22/06/2023 au 21/08/2023,904981941,2,fr_bd_904981941:3118f2aa-f3d2-4384-a946-c0a0b8b2d305 | fr_bd_904981941:631adc78-835f-4f89-8e2e-bef7c5ba9a66,606300
TROPIC ISLAND 3,904981941,1,fr_bd_904981941:3d07f682-6efb-4ddf-9354-c2c10f458709,6068
TILAPIA MOYEN 3.2KG PRODI CHINE,904981941,1,fr_bd_904981941:41dc48a0-55d1-41e6-81ec-7ad30be23ec1,6011
POIVRON ROUGE 5KG HOLLANDE,904981941,2,fr_bd_904981941:41dc48a0-55d1-41e6-81ec-7ad30be23ec1 | fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9,6011
EDDOES COSTA RICA,904981941,2,fr_bd_904981941:46d014a8-fc15-4eb9-9622-2f91248fa31a | fr_bd_904981941:d19663e3-92c5-4a8f-a280-9a30462c231d,6061
PIMENT ANTILLAIS 4KG ITALIE,904981941,2,fr_bd_904981941:46d014a8-fc15-4eb9-9622-2f91248fa31a | fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520,6061
POIVRON ROUGE 5KG POLOGNE,904981941,2,fr_bd_904981941:46d014a8-fc15-4eb9-9622-2f91248fa31a | fr_bd_904981941:d19663e3-92c5-4a8f-a280-9a30462c231d,6061
PIMENT ANTILLAIS 5KG FRANCE,904981941,2,fr_bd_904981941:46d014a8-fc15-4eb9-9622-2f91248fa31a | fr_bd_904981941:d19663e3-92c5-4a8f-a280-9a30462c231d,6061
HUILE DE TOURNESOL BING OIL 3X5L UKRAINE,904981941,2,fr_bd_904981941:46f751f0-98bc-4495-a1ed-0794603e8cd1 | fr_bd_904981941:9cd367c8-1790-4eea-a7f2-79c62d75c627,60110000
CONCENTRE TOMATE PETIT ROLLI 12X440GR FRANCE,904981941,2,fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d | fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
BANANE VERTE DEL MONTE EQUATEUR,904981941,2,fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d | fr_bd_904981941:b645522a-256c-4154-af28-2f75fdd0c361,6011
KANDRATIKI (MO) VRAC 600/900 8KG,904981941,2,fr_bd_904981941:5613fa69-2cde-4da4-a8ce-aa1ce7446462 | fr_bd_904981941:88d6d368-018b-4e86-a548-17bb5eed36c4,601
TILAPIA MOYEN 600/800G 3.2KG (MH)CHINE,904981941,1,fr_bd_904981941:59da53e3-fac9-4e7e-adb0-be2f53df6f7a,6011
CAROTTE 10KG FRANCE,904981941,2,fr_bd_904981941:6549927d-c51c-4c61-b3bb-1b8a5d06d7c7 | fr_bd_904981941:d7f365b5-cc9e-486a-9e38-f98fac09d008,6011
IGNAME GHANA 20kg,904981941,2,fr_bd_904981941:697e3a6a-ebf2-4a8d-acf8-682fb6fa1bc6 | fr_bd_904981941:92a4bc4e-40ce-4549-bbe3-93f0cc9e790e,6011
MANIOC 18 KG COSTA RICA,904981941,2,fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f | fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
FARINE DE MIL 12X1KG MALI,904981941,2,fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f | fr_bd_904981941:b645522a-256c-4154-af28-2f75fdd0c361,6011
AROME LIQUIDE MAGGI 6X960ML POLOGNE,904981941,2,fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f | fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6011
PATE D'ARACHIDE EXO 2.5KG FRANCE,904981941,2,fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f | fr_bd_904981941:b645522a-256c-4154-af28-2f75fdd0c361,6011
MANIOC TUCANO TUCANO COSTA RICA,904981941,1,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb,601
AIL 25X200GR CHINE,904981941,2,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb | fr_bd_904981941:bef49642-e5e4-4cb2-aeed-6624a9617e64,601
MANGUE BATEAU KENT 4KG PEROU,904981941,2,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb | fr_bd_904981941:7d0b15fa-6322-4f2c-a079-749f647bdf72,601
RIZ 20KG PERLEASIE CAMBODGE,904981941,2,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb | fr_bd_904981941:b85c2f97-fd75-4fe8-878b-cdd0a4e07f3f,601
PATATE DOUCE ROUGE 10KG HONDURAS,904981941,2,fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4 | fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb,6011
POIVRON ROUGE 5KG BELGIQUE,904981941,2,fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4 | fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb,6011
OIGNON ROUGE 5KG EGYPTE,904981941,2,fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4 | fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
Oignons,904981941,2,fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8 | fr_bd_904981941:b763fd53-939e-43ab-ac4b-8e5d831ccbb1,601
FEUILLE DE MANIOC SAKA SAKA CONGELE (TAI YAT) 20X500GR CAMEROUN,904981941,2,fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb | fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
PATATE DOUCE ORANGE 6KG HONDURAS,904981941,2,fr_bd_904981941:797c2583-7cfd-4d3c-be29-f72ec28a5bd2 | fr_bd_904981941:f4271b5b-08c4-49cd-8f16-d15a3292c033,601
CHIPS PLANTAIN MIXTE N°1 20X85GR FRANCE,904981941,2,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e | fr_bd_904981941:b4d8882d-d4ee-498b-bf08-d75fba2b538e,6011
"VIVANEAU BLANC 1 COLAS FILE ""rose"" E/V 3-5kg vrac",904981941,1,fr_bd_904981941:7c11e543-d716-4bf0-b8d4-4089f9c007ae,60120000
CUISSE DE POULET 10KG (GI) BELGIQUE,904981941,2,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9 | fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
LAIT CONCENTRE BONNET ROUGE PETIT 24 X 170 GR PAYS-BAS,904981941,2,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9 | fr_bd_904981941:b645522a-256c-4154-af28-2f75fdd0c361,6011
LAURIER 20X20GR SPIG FRANCE,904981941,2,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9 | fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
CHINCHARD ENTIER 10KG CONGELER (PRODI) CHILI,904981941,2,fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9 | fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
FARINE FIORETTO JAUNE 10X1KG ARGENTINE,904981941,2,fr_bd_904981941:8de91157-feef-43a9-b367-d6de2301adea | fr_bd_904981941:b645522a-256c-4154-af28-2f75fdd0c361,6011
KFC 2Kg 1x5,904981941,2,fr_bd_904981941:9510e281-c5c8-4f30-8ddc-6bdbe53bf4c5 | fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
GOYAVE 2.5 KG EGYPTE,904981941,2,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56 | fr_bd_904981941:b645522a-256c-4154-af28-2f75fdd0c361,6011
KAOLIN 5KG CAMEROUN,904981941,2,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56 | fr_bd_904981941:b4d8882d-d4ee-498b-bf08-d75fba2b538e,6068
PIMENT ANTILLAIS 3.5 KG HONDURAS,904981941,2,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56 | fr_bd_904981941:b645522a-256c-4154-af28-2f75fdd0c361,6011
BOBOLO SOUS VIDE 20X500G CAMEROUN,904981941,2,fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56 | fr_bd_904981941:b4d8882d-d4ee-498b-bf08-d75fba2b538e,6011
NEMS CREVETTE/POULET 50 pcs/scht x 2kg HALAL,904981941,1,fr_bd_904981941:97f26e53-2e74-4a2d-85d4-adcb3b6d4b28,6011
BANANE VERTE,904981941,2,fr_bd_904981941:9ce6049b-a5ee-4e30-879e-6b70961e2c3a | fr_bd_904981941:db8de7e8-2d7a-4dc6-89c7-ff17f0fb2f65,601
Citron jaune,904981941,2,fr_bd_904981941:9ce6049b-a5ee-4e30-879e-6b70961e2c3a | fr_bd_904981941:bae9aebe-ca12-44a7-9c51-a3e8296c1653,601
Colafil 3/5 1x26kg,904981941,1,fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
Thioe / Merou 3/5 kg 1x25,904981941,1,fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
riz lotus perf 20.kg,904981941,1,fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
Cébette,904981941,2,fr_bd_904981941:aa9eec95-735a-4c08-8b3d-2eabd10e619b | fr_bd_904981941:fa2e9a71-8750-4dab-9e9e-0c79cbf7b8b4,601
DJAKATO 5KG SENEGAL,904981941,2,fr_bd_904981941:ad93ff6d-eee4-4df3-ad7b-67d2fbda246b | fr_bd_904981941:bef49642-e5e4-4cb2-aeed-6624a9617e64,601
BANANE VERTE SELVATICA EQUATEUR,904981941,2,fr_bd_904981941:b4d8882d-d4ee-498b-bf08-d75fba2b538e | fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
THE STARLING CITRON 12X400GR ALLEMAGNE,904981941,2,fr_bd_904981941:b645522a-256c-4154-af28-2f75fdd0c361 | fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
RIZ C2=>20KG DRAGON THAILANDE,904981941,1,fr_bd_904981941:b85c2f97-fd75-4fe8-878b-cdd0a4e07f3f,601
BISSAP FRAIS TOGO,904981941,2,fr_bd_904981941:b85c2f97-fd75-4fe8-878b-cdd0a4e07f3f | fr_bd_904981941:bef49642-e5e4-4cb2-aeed-6624a9617e64,601
ARACHIDE FRAIS 5KG COTE D IVOIRE,904981941,2,fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3 | fr_bd_904981941:ddb8d1d9-0461-42e3-b9a1-8b64033ea947,601
MANIOC DOLE COSTA RICA,904981941,2,fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3 | fr_bd_904981941:ddb8d1d9-0461-42e3-b9a1-8b64033ea947,601
POMME DE TERRE 5KG FRANCE,904981941,2,fr_bd_904981941:d7f365b5-cc9e-486a-9e38-f98fac09d008 | fr_bd_904981941:ef651c81-5458-4c01-847d-502be3b19b3b,6011
PLANTAIN FYFFES COLOMBIE,904981941,2,fr_bd_904981941:d7f365b5-cc9e-486a-9e38-f98fac09d008 | fr_bd_904981941:ef651c81-5458-4c01-847d-502be3b19b3b,6011
"Mérous écaillés vidés 10/20 kg cgl, INDE, cartons a peser, epinephelus spp",904981941,1,fr_bd_904981941:e16d330d-adc1-4149-95cd-6efac3c151aa,6011
AVOCAT BRESIL,904981941,1,fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
POIVRE BLANC MOULU 20X100GR (SPIGOL) FRANCE,904981941,2,fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03 | fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
NEMS de CREVETTE/POULET 50 pcs /scht x 2kg HALAL FOO SENG,904981941,1,fr_bd_904981941:f4d465a0-19fc-4bc8-b853-0579d255709d,601
RIZ DRAGON CASSE X2 20KG,904981941,1,fr_bd_904981941:00245660-954e-46c1-bbbc-5b4423d667f8,6011
RIZ DRAGON CASSE X1 20KG,904981941,1,fr_bd_904981941:00245660-954e-46c1-bbbc-5b4423d667f8,6011
RIZ LOTUS LONG 20KG,904981941,1,fr_bd_904981941:00245660-954e-46c1-bbbc-5b4423d667f8,6011
RIZ DRAGON CASSE X2 5X5KG,904981941,1,fr_bd_904981941:00245660-954e-46c1-bbbc-5b4423d667f8,6011
RIZ DRAGON CASSE X1 5X5KG,904981941,1,fr_bd_904981941:00245660-954e-46c1-bbbc-5b4423d667f8,6011
RIZ CASSE X1(CAMBO) 5X5KG,904981941,1,fr_bd_904981941:00245660-954e-46c1-bbbc-5b4423d667f8,6011
MAN>PIMENT ANTILLAIS RD,904981941,1,fr_bd_904981941:00245660-954e-46c1-bbbc-5b4423d667f8,6012
MAN>AUBERGINE BLANCHE ESPAGNE,904981941,1,fr_bd_904981941:00245660-954e-46c1-bbbc-5b4423d667f8,6012
MEROU WGS 5-10kg G vrac x PF INDE/INDO G9 G25 G26,904981941,1,fr_bd_904981941:04ee7b65-10f0-4efe-b428-9ead0f0e3684,6011
FECULE DE POMME DE TERRE 10X1KG FRANCE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
FARINE FIORETTO BLANC 10X1KG UKRAINE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
DATTE FRAICHE FRANCE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
GOYAVE 2KG1.75 K EGYPTE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
GIROFLE ENTIER 15X50GR SPIG FRANCE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
CURCUMA MOULU 20X100GR SPIG FRANCE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
RIZ C1=>5KG X5 PERLE ASIE CAMBODGE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
RIZ 5KG X5 PERLE ASIE CAMBODGE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
RIZ C2 => 5KG X5 PERLE ASIE CAMBODGE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
RIZ C2=>20KG PERLE ASIE CAMBODGE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
HUILE DE PALME VILLAGEOISE 24X50CL FRANCE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
RIZ 1KG X10 PERLE ASIE CAMBODGE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
RIZ C1 => 1KG X10 PERLE ASIE CAMBODGE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
MAIS POP CORN 15X1KG FRANCE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
COURBINE NANKA 500/800 10KG (WS) POLOGNE,904981941,1,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9,6011
BARRACUDA tronc 2-3kg vrac x PF B106 B109 30KG_INDONESIE_16/2 DLUO 31/07/25 Zone de péche : OCEAN INDIEN FAO 57,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
BARRACUDA tronc 3-5kg vrac x PF B107 30KG_INDONESIE_12/2 DLUO31/10/25 Zone de péche : OCEAN INDIEN FAO 57,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
CAPITAINE vidé écaillé 1-2kg vrac x PFE21 E16 20KG_YEMEN_28/4 DLUO31/10/25 Zone de péche : OCEAN INDIEN FAO 51,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
CAPITAINE vidé écaillé 3-5kg vrac x PF E26 E18 25KG_YEMEN_21/3 DLUO 31/10/25 Zone de peche : OCEAN INDIEN FAO 51,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
CHINCHARD entier 900g/+ vrac x 10 kg HM52 HM64 CHILI_60/5 DLUO 30/06/25 Zone de péche : OCEAN PACIFlQUE FAO87,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
TILAPIA VE 500-800g IWP x 3.2kg PV/CT MISTERTI 100%@ POISSON TB96 CHINE_154/11 DLUO 30/06/25 Zone de péche : AQUACULTURE,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
CREVETTE deco blanchie 10/20 scht x 300g VANNAMEl SH113 SH147 SH528 30SCHT_COOKSHRIMP_INDE_44/5 DLUO31/12/25 Zone de péche : ELEVE EN INDE,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
CRABE DE MANGROVE coupé P scht x 1kg Madagascar CB6 12SCHT_MADAGASCAR_42/5 DLUO31/12/24 Zone de péche : OCEAN INDIEN FAO 51,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
POULET aile Tex-Mex sachet x 2.5kg - HALAL 5KG_FRANCE_104/8 30/03/25,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
AIL et PERSIL coupé sachet x 250g 30/09/26 8SCHT_FRANCE_27/9,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
CIBOULETTE coupée sachet x 250g 30/11/26 8SCHT_FRANCE_27/9,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
CORIANDRE coupé scht x 250gr 30/11/26 8SCHT_FRANCE_27/9,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
ECHALOTE coupée sachet x 250g 30/04/26 8SCHT_FRANCE_27/9,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
MENTHE coupée sachet x250g 30/11/26 8SCHT_FRANCE_27/9,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
PERSIL coupé sachet x 250g 30/11/26 8SCHT_FRANCE_27/9,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
PIMENT ANTILLAIS MIX very hot scht x 200g CL3 MADOUDOU X25SCHTS_FRANCE_48/8 30/11/24,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
PIMENT VEGETARIEN scht x 200g CL5 MADOUDOU 30/09/24 25SCHT_FRANCE_48/8,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
CHAYOTTE VERTE COSTA RICA,904981941,1,fr_bd_904981941:09abc2ab-189b-40cd-b694-1a5cf2c34284,601
CHRISTOPHINE COSTA RICA,904981941,1,fr_bd_904981941:09abc2ab-189b-40cd-b694-1a5cf2c34284,601
PATE D'ARACHIDE DAKATINE GRAND 6X850GR FRANCE,904981941,1,fr_bd_904981941:09b049c0-3e0c-4cf0-9df6-79172a24241f,60110000
TILAPIA MOYEN 600/800G 3.2KGMH)CHINE,904981941,1,fr_bd_904981941:09b049c0-3e0c-4cf0-9df6-79172a24241f,60110000
JUMBO POT POULET 10X1KG ESPAGNE,904981941,1,fr_bd_904981941:09b049c0-3e0c-4cf0-9df6-79172a24241f,60110000
PIMENT ANTILLAIS 4 KG PLASTIQUE,904981941,1,fr_bd_904981941:0d235799-45b9-4ebd-a3e5-7e10177c1b9a,601
GINGEMBRE BRESIL,904981941,1,fr_bd_904981941:0d235799-45b9-4ebd-a3e5-7e10177c1b9a,601
CHOUX BLANC GROS,904981941,1,fr_bd_904981941:0d235799-45b9-4ebd-a3e5-7e10177c1b9a,601
TOMATE IFREAN,904981941,1,fr_bd_904981941:0d235799-45b9-4ebd-a3e5-7e10177c1b9a,601
CLEMENTINE OR CAPEGOLD,904981941,1,fr_bd_904981941:0d235799-45b9-4ebd-a3e5-7e10177c1b9a,601
Achat marchandises - SAS Desmettre,904981941,1,fr_bd_904981941:12ab316b-c16e-48c4-aa6e-2fc9f8ec58fa,607
OEUFS MOY.BRUNSFILMES 8X30,904981941,1,fr_bd_904981941:13e57f4c-9bb0-4d0d-b5e8-bb19a1a98388,6011
OEUFS BLANCS (30X8),904981941,1,fr_bd_904981941:13e57f4c-9bb0-4d0d-b5e8-bb19a1a98388,6011
SEMOULE JAUNE FINE 5KG (BA),904981941,1,fr_bd_904981941:14097778-cc2b-4622-ae39-fe9752e485c3,601
MANIOC 18 KG DOLE COSTA RICA,904981941,1,fr_bd_904981941:144932a2-3e6d-4220-b8e0-090d02ee9803,6011
PATATE DOUCE ROUGE 10KG COSTA RICA,904981941,1,fr_bd_904981941:144932a2-3e6d-4220-b8e0-090d02ee9803,6011
CLEMENTINE RUBI FEUILLE CAL.2X CAT 1,904981941,1,fr_bd_904981941:15d8be2e-0511-46a8-acc9-3aa47b6084d5,601
NOIX MARBOT CAL.+32 CAT.1 X5KG FRANCE,904981941,1,fr_bd_904981941:15d8be2e-0511-46a8-acc9-3aa47b6084d5,601
RAISIN RED GLOBE CAT1 ITALIE,904981941,1,fr_bd_904981941:15d8be2e-0511-46a8-acc9-3aa47b6084d5,601
RAISIN BLACK PEARL CAT1 ITALIE,904981941,1,fr_bd_904981941:15d8be2e-0511-46a8-acc9-3aa47b6084d5,601
MELON VERT VRAC DONA RAMONCITA CAL.5 CAT1 ESPAGNE,904981941,1,fr_bd_904981941:15d8be2e-0511-46a8-acc9-3aa47b6084d5,601
MELON JAUNE CAL.5 X 10KG BRESIL,904981941,1,fr_bd_904981941:15d8be2e-0511-46a8-acc9-3aa47b6084d5,601
PRUNE ROUGE PLASTIQUE 55+ CAT1 ESPAGNE,904981941,1,fr_bd_904981941:15d8be2e-0511-46a8-acc9-3aa47b6084d5,601
"MANGUE MINGOLO 2KG DOMINICAINE, REPUBLIQUE",904981941,1,fr_bd_904981941:169b4394-4545-4cfd-a9f6-94d82d1243ee,601
Abonnement d'électricité (HT),904981941,1,fr_bd_904981941:19b4a842-8d0e-4252-a71a-f166a0eb7233,6061
BANANE FRUIT19 KG FRANCE,904981941,1,fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650,6011
EAU CRISTALINE 1.5X6,904981941,1,fr_bd_904981941:1a106f30-f95d-4e28-93eb-ba9269c8525c,6068
EAU CRISTALINE 50cx24,904981941,1,fr_bd_904981941:1a106f30-f95d-4e28-93eb-ba9269c8525c,6068
LAIT 1/2 ECR VIVA 1Ltrs x6,904981941,1,fr_bd_904981941:1a106f30-f95d-4e28-93eb-ba9269c8525c,6061
DATTE ALGERIE BRANCHE 1 KG X12,904981941,1,fr_bd_904981941:1a106f30-f95d-4e28-93eb-ba9269c8525c,6061
DATTE SUKKARY MADINA 600G X10,904981941,1,fr_bd_904981941:1a106f30-f95d-4e28-93eb-ba9269c8525c,6061
DATTES RAVIERALGERIE 500G X12,904981941,1,fr_bd_904981941:1a106f30-f95d-4e28-93eb-ba9269c8525c,6061
DATTES REGIME 3 KG ALGERIE,904981941,1,fr_bd_904981941:1a106f30-f95d-4e28-93eb-ba9269c8525c,6061
DATTES SECHES 1KG X12 ALGERIE,904981941,1,fr_bd_904981941:1a106f30-f95d-4e28-93eb-ba9269c8525c,6061
BL202406587 du 05/06/2024 47GOMBO AGROLULO 4KG ESPAGNE,904981941,1,fr_bd_904981941:1b080be2-0c98-4544-b100-d64da2b91a98,601
Petit cola,904981941,1,fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f,601
ARACHIDE POUDRE KAHUET 10X1KG USA,904981941,1,fr_bd_904981941:22b4f0b3-c66c-4577-96a3-eed683371ff5,6011
BANANE FRUIT 19 KG MARTINIQUE,904981941,1,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
PILCHAR NATURE GLENRYCK 24X400 CHINE,904981941,1,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
PILCHARD PIQUANT GLENRYCK 24X400 CHINE,904981941,1,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
PILCHARD TOMATE GLENRYCK 24X400GR CHINE,904981941,1,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
MILEN GRAIN 12X1KG MALI,904981941,1,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
AIL VRAC10KG CHINE,904981941,1,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
PETIT COLA COTE DIVOIRE,904981941,1,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
CANNEA SUCRE REPUBLIQUE DOMINICAINE,904981941,1,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
OIL 5 LTR,904981941,1,fr_bd_904981941:2304515e-9304-4bc8-b142-1213c9708151,6068
OIL 10LTR,904981941,1,fr_bd_904981941:2304515e-9304-4bc8-b142-1213c9708151,6068
TILAPIA MOYEN 600-800 3.2 KG,904981941,1,fr_bd_904981941:270465f8-7774-4a94-ad67-e523526e3680,6011
RAISIN ITALIA CAT 1 ITALIE,904981941,1,fr_bd_904981941:2a4ccae0-5bc5-46b9-955d-1bc119372c23,6011
BARRACUDA ENT 2000/3000 10KG DLC : 12/04/24,904981941,1,fr_bd_904981941:2cef5d7a-1c49-40a3-926f-a18d97af2c34,601
SOMPATTE ENT 400/600G SEN 10KG DLC : 01/02/24,904981941,1,fr_bd_904981941:2cef5d7a-1c49-40a3-926f-a18d97af2c34,601
MEROU V/E 3/5KG YEMEN 22KG DLC : 03/06/23,904981941,1,fr_bd_904981941:2cef5d7a-1c49-40a3-926f-a18d97af2c34,601
MEROU V/E INDE 5-10KG 25KG DLC :,904981941,1,fr_bd_904981941:2cef5d7a-1c49-40a3-926f-a18d97af2c34,601
