article_source,sirens,source_invoice_ids_count,source_invoice_ids_sample,compte_comptable
SMS/MMS vers l'international (4 unités),"824332985,839181104",3,fr_bd_839181104:4d56e2ab-2a3a-4361-9557-aba1ed150380 | fr_bd_839181104:7a9deace-e583-4329-bdd0-9ff93353ea76 | fr_bd_824332985:0c85539c-7841-4d9b-baae-4eaca3820d31,6061
SMS/MMS émis de l'étranger,"824332985,839181104",3,fr_bd_839181104:3420c729-b277-443a-813a-b8deaf6cdecf | fr_bd_839181104:db714326-9a10-45c6-a1e9-60507fb1968a | fr_bd_824332985:efeeaf91-0313-4752-a68a-b94a919db94b,6061
SOUFFLEUR STERWINS UP 40V 5AH NU,839181104,4,fr_bd_839181104:66fdfc5b-1601-4bc2-8962-34239e1b4d64 | fr_bd_839181104:b5cb6fc7-2bda-4931-9186-cdd0a832a737 | fr_bd_839181104:595a6532-e288-4ed0-adfb-e1cdced0f0b8 | fr_bd_839181104:d4fdc93d-4bc1-481e-b05d-bb707759c29b,606200
Scampi Salnone + Linguine + Sans épinard + Sans persil + Extra pain ciabatta gra,839181104,2,fr_bd_839181104:1bd6ad75-def2-4dfc-96d9-43e1572c7a8f | fr_bd_839181104:33990677-666b-428f-a1f6-96a6d00414e6,6068
Serenite Pro,839181104,2,fr_bd_839181104:582b4e87-7a4f-41e1-85d3-507547d1d791 | fr_bd_839181104:e5fbbf1c-7a62-4bf5-a486-8ef279171adb,6063
"Services de FREE - Abonnements, forfaits et options",824332985,3,fr_bd_824332985:79696234-9ba1-4c3a-af22-a3d51cfbac16 | fr_bd_824332985:cf2ce21a-3889-4eb7-9477-e293478f50fe | fr_bd_824332985:b3dfe147-20ee-4c8e-a576-fdb634363180,606100
Siege conducteur a reglage electrique,839181104,2,fr_bd_839181104:582b4e87-7a4f-41e1-85d3-507547d1d791 | fr_bd_839181104:e5fbbf1c-7a62-4bf5-a486-8ef279171adb,6063
Siege passager avant a reglage electrique,839181104,2,fr_bd_839181104:582b4e87-7a4f-41e1-85d3-507547d1d791 | fr_bd_839181104:e5fbbf1c-7a62-4bf5-a486-8ef279171adb,6063
Supplement a la maintenance : Vous allez recevoir un email 5 Etoiles,824332985,2,fr_bd_824332985:81090a41-8165-4d15-9a52-344fac370798 | fr_bd_824332985:f8930368-2f91-4033-bfc8-d5879b0d7c00,6062
Supplement a la maintenance : remplacer la cartouche de filtre a air,824332985,2,fr_bd_824332985:81090a41-8165-4d15-9a52-344fac370798 | fr_bd_824332985:f8930368-2f91-4033-bfc8-d5879b0d7c00,6062
Supplement a la maintenance remplacer le filtre a poussieres,824332985,2,fr_bd_824332985:81090a41-8165-4d15-9a52-344fac370798 | fr_bd_824332985:f8930368-2f91-4033-bfc8-d5879b0d7c00,6062
Supplément a la maintenance : **Facturé selon temps passé,839181104,2,fr_bd_839181104:5ad9fe47-8a27-404b-926d-96c008c0fe69 | fr_bd_839181104:63c4f300-dc0b-4a95-a4df-d21295501ca7,6063
Supplément a la maintenance : faire l'appoint d'AdBlue (R),839181104,2,fr_bd_839181104:4f21d748-62b5-4e21-98fc-3dfa53b23900 | fr_bd_839181104:def27868-2a83-4a65-8752-0f85199cf04c,60620000
Supplément ä la maintenance,839181104,2,fr_bd_839181104:4f21d748-62b5-4e21-98fc-3dfa53b23900 | fr_bd_839181104:def27868-2a83-4a65-8752-0f85199cf04c,60620000
"Séjour 115254 (49944926-20240325-204133, Karim Louami, 25/03/2024 - 26/03/2024, Double, 026) Séjour Forfait (25/03/2024)",839181104,2,fr_bd_839181104:a5527b95-7320-4344-acb7-53ac30d69ae6 | fr_bd_839181104:be9508e4-8c88-4b99-9647-af5968c918ac,6062
Série Speciale B&YOU 200Go,839181104,7,fr_bd_839181104:20bb2877-f334-4804-96eb-0d875e63d6cd | fr_bd_839181104:a41eec9c-c592-4c3d-90cc-e1fe23797649 | fr_bd_839181104:2f5a7497-85ab-4615-99c4-7a4b8e89e3bf | fr_bd_839181104:7a9deace-e583-4329-bdd0-9ff93353ea76 | fr_bd_839181104:3396b209-6561-424a-9684-474076b684cc,606100
TENDEUR DE COURROIE,839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6063
TUBE DE GUIDAGE,839181104,4,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
TUBE DE TROP-PLEIN,839181104,4,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
TV by CANAL,824332985,2,fr_bd_824332985:ca479767-6c64-4e42-bcfe-34fb66b41293 | fr_bd_824332985:dfec6c45-c1fa-4b3a-a232-14e165cb7b82,6061
TV by Canal Panorama (TVA 20%),824332985,1,fr_bd_824332985:6ef3b1f8-b70c-45ba-9eec-3986064e2f48,6061
Tension du reseau de bord maintenir (pour travaux de controle et diagnostic),839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
Transmission intégrale permanente,839181104,2,fr_bd_839181104:582b4e87-7a4f-41e1-85d3-507547d1d791 | fr_bd_839181104:e5fbbf1c-7a62-4bf5-a486-8ef279171adb,6063
VIS,839181104,4,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
VIS 6 PANS AVEC BRID,839181104,2,fr_bd_839181104:4f21d748-62b5-4e21-98fc-3dfa53b23900 | fr_bd_839181104:def27868-2a83-4a65-8752-0f85199cf04c,60620000
VIS 6 PANS AVEC BRIDE,839181104,4,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
VIS A SIX LOBES EXTERNES,839181104,4,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
VIS A TETE HEXAG. A,839181104,2,fr_bd_839181104:4f21d748-62b5-4e21-98fc-3dfa53b23900 | fr_bd_839181104:def27868-2a83-4a65-8752-0f85199cf04c,60620000
VIS A TETE HEXAGONALE,839181104,4,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
VIS DE FERMETURE TS CART. FILTRE A HUILE,839181104,2,fr_bd_839181104:87f4cf8e-677e-4507-ad7d-61c7f2da0367 | fr_bd_839181104:c0371fe7-cfc4-4a5a-9216-2790df432ff4,606200
VIS TETE HEXAGONALE COMB.,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
"Vitres teintées AR et ctés,noir",839181104,2,fr_bd_839181104:582b4e87-7a4f-41e1-85d3-507547d1d791 | fr_bd_839181104:e5fbbf1c-7a62-4bf5-a486-8ef279171adb,6063
Vos services fournis par des tiers - Appels a tarification majorée,831060876,2,fr_bd_831060876:56fd18db-1f17-43eb-a468-75f900e039e8 | fr_bd_831060876:df6fad97-900c-4688-afeb-151880117f54,6062
Vos services fournis par des tiers - Vos abonnements,831060876,2,fr_bd_831060876:6d4347ac-ef11-4bf6-bf79-08e7de3a2b2a | fr_bd_831060876:d5d2e25f-d6c9-4592-a325-f0ea2888039d,606100
[022] H.MOT 229-52 v rac 5W30,839181104,3,fr_bd_839181104:5ad9fe47-8a27-404b-926d-96c008c0fe69 | fr_bd_839181104:63c4f300-dc0b-4a95-a4df-d21295501ca7 | fr_bd_839181104:fc642081-1c3e-41ac-9274-b7cc6536c335,6062
[022] H.MOT 229-52 vrac 5W30,839181104,3,fr_bd_839181104:2ec3664c-792e-438a-8699-fff8e46292e9 | fr_bd_839181104:dd776d5a-19e4-4947-854b-e713b9dbb25f | fr_bd_839181104:f1b3dd25-637b-4cde-956f-23e1dcfad510,6062
[022] H.MOT 229.71 1 L OW20/HUILE M CSVP,839181104,2,fr_bd_839181104:87f4cf8e-677e-4507-ad7d-61c7f2da0367 | fr_bd_839181104:c0371fe7-cfc4-4a5a-9216-2790df432ff4,606200
[ACCESSOIRES] BOULON POUR JANTES / ROUES M14X1.50 28mm,824332985,4,fr_bd_824332985:06a51aa7-29ec-4caa-825e-c870e7b61353 | fr_bd_824332985:b3361df3-f466-455b-9ab6-76158108153a | fr_bd_824332985:0b859599-8360-4cf4-bab9-1a01fbc08504 | fr_bd_824332985:0fedd9d4-3257-4fa4-97ec-ccb2722cea0d,60620000
[ACCESSOIRES] Écrous antivols de roue / M14 x1.5MM28MM,824332985,4,fr_bd_824332985:06a51aa7-29ec-4caa-825e-c870e7b61353 | fr_bd_824332985:b3361df3-f466-455b-9ab6-76158108153a | fr_bd_824332985:0b859599-8360-4cf4-bab9-1a01fbc08504 | fr_bd_824332985:0fedd9d4-3257-4fa4-97ec-ccb2722cea0d,60620000
[JANTE] R19x8.5 5X112 ET 43 66.6 B1048,824332985,2,fr_bd_824332985:0b859599-8360-4cf4-bab9-1a01fbc08504 | fr_bd_824332985:0fedd9d4-3257-4fa4-97ec-ccb2722cea0d,606200
[JANTE] R19x8.5 5X112 ET 43 66.6 B1048 MB,824332985,4,fr_bd_824332985:06a51aa7-29ec-4caa-825e-c870e7b61353 | fr_bd_824332985:b3361df3-f466-455b-9ab6-76158108153a | fr_bd_824332985:0b859599-8360-4cf4-bab9-1a01fbc08504 | fr_bd_824332985:0fedd9d4-3257-4fa4-97ec-ccb2722cea0d,60620000
"[MONTAGE] Montage (Dont DEEE : 80,00)",824332985,2,fr_bd_824332985:06a51aa7-29ec-4caa-825e-c870e7b61353 | fr_bd_824332985:b3361df3-f466-455b-9ab6-76158108153a,60630000
[PNEUS] 245 40 19 (98y),824332985,4,fr_bd_824332985:06a51aa7-29ec-4caa-825e-c870e7b61353 | fr_bd_824332985:b3361df3-f466-455b-9ab6-76158108153a | fr_bd_824332985:0b859599-8360-4cf4-bab9-1a01fbc08504 | fr_bd_824332985:0fedd9d4-3257-4fa4-97ec-ccb2722cea0d,60620000
[PNEUS] 275 35 19 (100y),824332985,4,fr_bd_824332985:06a51aa7-29ec-4caa-825e-c870e7b61353 | fr_bd_824332985:b3361df3-f466-455b-9ab6-76158108153a | fr_bd_824332985:0b859599-8360-4cf4-bab9-1a01fbc08504 | fr_bd_824332985:0fedd9d4-3257-4fa4-97ec-ccb2722cea0d,60620000
abonnement Canal+,839181104,2,fr_bd_839181104:1f538491-8ec1-46f8-9206-83659bb13413 | fr_bd_839181104:c32d0518-30f4-48be-8983-8fba73724031,606100
completement traverse avant et renfort entre les passages de roue remplacer,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
"demonter, monter 2 roues",839181104,2,fr_bd_839181104:24dee091-5e2c-42d7-bcf5-633036f27d0e | fr_bd_839181104:baa533f1-ba21-4f51-a27d-1847e34beaf4,6062
geometrie du train de roulement,839181104,3,fr_bd_839181104:9c2b78bd-6554-4a2e-921e-b318065ec19c | fr_bd_839181104:9de9581f-69fb-4d78-8621-22fa33e0b332 | fr_bd_839181104:44ae349c-7513-4ade-8c00-e6123ce5a404,6062
120186/CONSOLE TRAVERSE,839181104,1,fr_bd_839181104:3524efe6-e397-4f33-869b-3d6795fc8137,60620000
2 SANGLES CROCHET 5MX25MM 250KG STANDERS,839181104,1,fr_bd_839181104:d4fdc93d-4bc1-481e-b05d-bb707759c29b,60620000
5 JETONS,839181104,1,fr_bd_839181104:9d8202e8-eddf-4b4c-9726-07deff73c5b2,606200
A000 9893660,824332985,1,fr_bd_824332985:b5cd6dd6-89a5-42f2-91d0-7713dcdb2f11,606200
A001 9899451/09,824332985,1,fr_bd_824332985:ba9ad8e8-9481-4102-a517-de5d6ea216f6,6062
AGENT DE GLISSEMENT,824332985,1,fr_bd_824332985:89da0a20-1bae-474e-86f1-cfd078cdd5f1,606200
APPLE - APPLE,839181104,1,fr_bd_839181104:2c8d626c-8758-4ad6-84fe-d56952bab7c8,606100
APPLE STORE R315,839181104,1,fr_bd_839181104:2c8d626c-8758-4ad6-84fe-d56952bab7c8,606100
APPLE.COM/BILL Carte **0017,839181104,1,fr_bd_839181104:2c8d626c-8758-4ad6-84fe-d56952bab7c8,606100
AQUARIUM 60 LED NOIR,839181104,1,fr_bd_839181104:6a1fe323-a1ee-4942-98e6-f9b119e3ada9,606
Abonnement Freebox Révolution avec TV by CANAL du 1er au 31 Décembre 2023,824332985,1,fr_bd_824332985:ca479767-6c64-4e42-bcfe-34fb66b41293,6061
Abonnement aux services d'entreprise AOUT 2024 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:6d949765-81ed-4f64-8c40-5402f65cb56e,606100
Abonnement aux services d'entreprise AVRIL 2024 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:14f212cf-b341-48b2-9238-ad577613b8f2,606100
Abonnement aux services d'entreprise DECEMBRE 2024 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:c9fa3ea0-cc5b-4558-b196-5d5c1be68a9e,6061
Abonnement aux services d'entreprise JANVIER 2025 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:b17a9c9b-7ae2-4f5b-89bf-54ed14270063,606100
Abonnement aux services d'entreprise JUILLET 2024 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:5c4231ad-c399-4c3a-9097-dfa6c5b22ee3,606100
Abonnement aux services d'entreprise JUIN 2024 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:834c8720-24ce-4eae-8331-cf7a8f61ec79,606100
Abonnement aux services d'entreprise MAI 2024 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:58c2b137-2aa7-4379-8ac9-2315b32b73d2,606100
Abonnement aux services d'entreprise MARS 2024 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:732ef2b0-147a-4901-a39d-d121616a3de3,606100
Abonnement aux services d'entreprise NOVEMBRE 2024 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:0da8b5bb-e6e7-48df-932f-443afd8ee652,606100
Abonnement aux services d'entreprise OCTOBRE_2024 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:d6489ec4-7bcc-4f8b-a8a9-3eb612d6c805,606100
Abonnement aux services d'entreprise SEPTEMBRE 2024 - Scanne des documents - Logiciel de suivi d'entreprise - Conseil en entreprise,844082156,1,fr_bd_844082156:307c0449-183b-497b-aaff-f5c75b58fcdb,606100
Abonnements services tiers (Applications - contenus - services),831060876,1,fr_bd_831060876:6f54e694-88c4-43e7-b74b-4e1610ef4ebf,6068
Accessoire,839181104,1,fr_bd_839181104:df013baa-e5f8-4c81-858b-f21c90ba6948,60620000
Accessoire Ct,839181104,1,fr_bd_839181104:85debf40-3696-40d1-ac3c-07ea39e2ac02,6063
Accessoires,824332985,1,fr_bd_824332985:39e3869c-8d40-4f02-8609-ecf24e983ec8,6068
Analyses remboursées,839181104,4,fr_bd_839181104:3d0c44d8-348b-449f-891a-f5e19a9250f6 | fr_bd_839181104:45404341-27b9-4dc2-8797-decbd6ca6bed | fr_bd_839181104:913fc65a-2c5c-4b20-bfe0-9ac1818454e0 | fr_bd_839181104:b6c7a405-d052-47d7-bce9-934398f14e46,6068
Appels reçus hors Zone Europe,824332985,1,fr_bd_824332985:efeeaf91-0313-4752-a68a-b94a919db94b,6061
Appels tarification majorée - Numéros spéciaux,839181104,2,fr_bd_839181104:05dc335f-de44-488c-ad1c-9112d519eef9 | fr_bd_839181104:ae466091-ceab-4e74-9f65-cc0425c6b779,606100
Appels vers l'international (00:05:00),839181104,1,fr_bd_839181104:505d496d-4fc1-4429-8a99-ee43e4660cdc,6062
Article PRouge (B),839181104,1,fr_bd_839181104:c22f60b0-c5f4-4748-b0b4-c2a6f51e700e,6068
Autres - 1 unité de internet+ mobile - abo hebdo,824332985,1,fr_bd_824332985:8c0547e0-a811-4a34-b945-cdc82a5b44eb,6062
Autres - Applications - contenus - services,831060876,1,fr_bd_831060876:242d8f63-4633-4e45-92dd-563427e28363,6068
Avantage Internet 100Go,831060876,1,fr_bd_831060876:60839a68-a4da-45ab-a48c-f023d2c2c5c9,6061
B : remplacer le liquide de frein,824332985,1,fr_bd_824332985:edc2d1b0-8181-4c10-b2fa-555103bc0347,60630000
B : remplacer le liquide de frein - Supplément a la maintenance,824332985,1,fr_bd_824332985:197c5231-d241-415e-a96c-b058a5661bf0,60620000
BAILEYS 70CL,844082156,1,fr_bd_844082156:3483e866-c67a-4bb0-9962-7555339d56a2,6068
BARON DE LESTAC 37.5CL,844082156,1,fr_bd_844082156:3483e866-c67a-4bb0-9962-7555339d56a2,6068
BARON DE LESTAC BORDEAUX ROUGE 6*75C!.13%VOL,844082156,1,fr_bd_844082156:3483e866-c67a-4bb0-9962-7555339d56a2,6068
BERCEAU BERCEAU PLIANT LO,839181104,1,fr_bd_839181104:83779c99-e704-4a81-a4d4-a74c7e12c564,606800
BEURRE DEMI-SEL FIN,844082156,1,fr_bd_844082156:3483e866-c67a-4bb0-9962-7555339d56a2,6068
BF BEURRIER DOUX 250G,844082156,1,fr_bd_844082156:3483e866-c67a-4bb0-9962-7555339d56a2,6068
BF EMMENTAL FRANCAIS 250G,844082156,1,fr_bd_844082156:3483e866-c67a-4bb0-9962-7555339d56a2,6068
BF EMMENTAL RAPE 100G,844082156,1,fr_bd_844082156:3483e866-c67a-4bb0-9962-7555339d56a2,6068
BIENS.SERVICE,839181104,2,fr_bd_839181104:60cded47-9398-46fb-a219-16c39c0f5867 | fr_bd_839181104:f75e16c0-c4f6-42a8-b140-6049ea93d1ec,606800
Bbox Must fibre jusqu'a 1 Gb/s (du 02/10 au 01/11),831060876,1,fr_bd_831060876:518d93a8-d81b-49b7-8e64-3700c8062f49,6064
Bbox Must fibre jusqu'a 1Gb/s (du 02/04 au 01/05),831060876,1,fr_bd_831060876:f1204507-baa2-483b-b2d8-1ad3a9898448,6064
Bbox Must fibre jusqu'a1Gb/s (du 02/07 au 01/08),831060876,1,fr_bd_831060876:d6a336c1-0669-40f2-bca6-427ba4c0f160,6063
Bbox Série Spéciale Ultym fibre (du 02/12 au 01/01),831060876,1,fr_bd_831060876:222b1e2a-d130-4e6f-b987-98f9396e5957,6064
Bbox fibre jusqu'a1 Gb/s (du 02/06 au 01/07),839181104,1,fr_bd_839181104:180c1d25-2358-485b-86c1-d203f2614c9e,6062
Bbox fibre jusqu'à 1 Gb/s (du 02/05 au 01/06),839181104,1,fr_bd_839181104:036df1cd-a8f6-443b-b6ca-947de9b8d12b,60610000
Bestway 57392 Piscine hors sol Fast SetTM ronde diamètre 183 x 51 cm,824332985,1,fr_bd_824332985:218820b7-1517-40be-b92e-b8246d73b9a1,606800
Billet d'avion TO7220 Paris (Orly) - Sétif 17/03/2023,824332985,1,fr_bd_824332985:6e79140c-b9af-4c2b-a62b-60c1e5247289,606300
Billet d'avion TO7221 Sétif - Paris (Orly) 24/03/2023,824332985,1,fr_bd_824332985:6e79140c-b9af-4c2b-a62b-60c1e5247289,606300
"BuTure Booster Batterie 2500A 20000Mah Démarreurs De Batterie avec Compresseur (Jusqu'a 8 Essence Ou Diesel), avec Écran LCD, Compresseur d'air Portable avec Gonfleur De Pneus Voiture 150psi",824332985,1,fr_bd_824332985:b9e97158-ab75-4870-a35f-676785ca4d8b,606200
CAPTEUR D'USURE PLAQUETTE,824332985,1,fr_bd_824332985:e439b39c-6c76-450b-9f34-fbbb30ae5ef2,606200
CHARBONS BOIS HD 2.5KG,844082156,1,fr_bd_844082156:3483e866-c67a-4bb0-9962-7555339d56a2,6068
CHEMISE MILLE RAIES 3 43,839181104,2,fr_bd_839181104:c5e2bd3d-23b8-4a1d-a0ff-1d1feae9b7f0 | fr_bd_839181104:e4e5a076-1c83-4f97-88a3-0344d207036e,606200
CHEMISE PIN POINT 3 43,839181104,2,fr_bd_839181104:c5e2bd3d-23b8-4a1d-a0ff-1d1feae9b7f0 | fr_bd_839181104:e4e5a076-1c83-4f97-88a3-0344d207036e,606200
COCACOLA BOITE SLIM 33CL,839181104,1,fr_bd_839181104:d4e493de-7e67-44a5-98f8-02531a8cc427,60610000
COCACOLABOITE SLIM 33CL,839181104,1,fr_bd_839181104:0e676573-0d05-4f16-8abd-e95cf22590b7,60610000
"COLLECTEUR D'ENTREE EAU MOTEUR
prochaine visite ä 131000 kilométres",844082156,1,fr_bd_844082156:dfd3e239-4d93-4c89-838f-f3a6a60c85c3,606200
COLOR BLEU 5KG,839181104,2,fr_bd_839181104:6a1fe323-a1ee-4942-98e6-f9b119e3ada9 | fr_bd_839181104:8f29a582-9778-4f77-aaeb-7915c57bf194,606
COLOR ROUGE 5KG,839181104,2,fr_bd_839181104:6a1fe323-a1ee-4942-98e6-f9b119e3ada9 | fr_bd_839181104:8f29a582-9778-4f77-aaeb-7915c57bf194,606
CONTROLE OBLIGATOIRE VP,824332985,1,fr_bd_824332985:ddc73d10-b3c7-4b96-b851-b25682f34999,6068
COQUE DE TAOLAOPHONE QUAD LOCK - IPHONE,839181104,1,fr_bd_839181104:9377102a-e9c8-4a1a-b997-38a59a8425d1,6068
COQUE DE TÉLÉPHONE QUAD LOCK - IPHONE,839181104,1,fr_bd_839181104:d3e3ce85-b91a-4f33-8be9-66f5c89ce81d,6068
COUDIERE MID 500 4,824332985,2,fr_bd_824332985:a2b47efc-dacb-423c-856e-edc464655216 | fr_bd_824332985:b14abf59-758d-4f1c-b251-a7c1ff97790f,606800
CRISTALINE EAU 24*50CL,844082156,1,fr_bd_844082156:3483e866-c67a-4bb0-9962-7555339d56a2,6068
CRUNCHY CAKE MIEL X6,839181104,2,fr_bd_839181104:6a1fe323-a1ee-4942-98e6-f9b119e3ada9 | fr_bd_839181104:8f29a582-9778-4f77-aaeb-7915c57bf194,606
Carte 1006672 apple store r67 le 04/09/23 cb.xxx xx0648 origine fra 85900 eur,839181104,1,fr_bd_839181104:2c8d626c-8758-4ad6-84fe-d56952bab7c8,606100
Carte 1081803 apple.com/bill le 21/10/23,839181104,1,fr_bd_839181104:2c8d626c-8758-4ad6-84fe-d56952bab7c8,606100
Carte apple store,839181104,1,fr_bd_839181104:2c8d626c-8758-4ad6-84fe-d56952bab7c8,606100
Carte apple.com/bill,839181104,1,fr_bd_839181104:2c8d626c-8758-4ad6-84fe-d56952bab7c8,606100
"Certificat d'immatriculation. Comprend toutes les taxes applicables, ainsi que la redevance d'acheminement. (Article R322-1 et suivants du Code de la route)",839181104,1,fr_bd_839181104:96e8854c-a9aa-426a-ad7a-a4f9f6f9f1a9,606200
Chaines TV du 1er au 30 Novembre 2023 - Bouquet Maghreb,824332985,1,fr_bd_824332985:ca479767-6c64-4e42-bcfe-34fb66b41293,6061
Chaines TV du 1er au 30 Novembre 2023 - FREEBOX TV,824332985,1,fr_bd_824332985:ca479767-6c64-4e42-bcfe-34fb66b41293,6061
Chaines TV du 1er au 31 Août 2023 - Bouquet Maghreb,824332985,1,fr_bd_824332985:dfec6c45-c1fa-4b3a-a232-14e165cb7b82,6068
Chaines TV du 1er au 31 Août 2023 - FREEBOX TV,824332985,1,fr_bd_824332985:dfec6c45-c1fa-4b3a-a232-14e165cb7b82,6068
Chaines de télé payantes - Bouquet Maghreb,824332985,1,fr_bd_824332985:00c00192-b9ed-4b66-8f18-c85c5b99d74f,6068
Chaines de télé payantes - Pack,824332985,1,fr_bd_824332985:f3bf3bf7-f890-476f-8bc9-2baba92340ec,6068
Chaînes de télé payantes - Pack (10%),824332985,1,fr_bd_824332985:06312d8c-aaaa-4582-ac5e-505c48d8b684,6061
Chemise Urbaine Lig,824332985,2,fr_bd_824332985:dd7e487c-4a90-4c62-b2ec-3c343ae6ca90 | fr_bd_824332985:eb1503ad-fcca-447e-8e76-73bee75721e2,606100
Chemise Urbaine Ligh,824332985,2,fr_bd_824332985:dd7e487c-4a90-4c62-b2ec-3c343ae6ca90 | fr_bd_824332985:eb1503ad-fcca-447e-8e76-73bee75721e2,606100
Chemise Urbaine Whit,824332985,2,fr_bd_824332985:dd7e487c-4a90-4c62-b2ec-3c343ae6ca90 | fr_bd_824332985:eb1503ad-fcca-447e-8e76-73bee75721e2,606100
Chicken Alfredo Spaghetti Avec piment Extra pain ciabatta gra,839181104,2,fr_bd_839181104:d9c9f534-3e54-4f07-a473-8a62466d407c | fr_bd_839181104:e1764786-c961-44b8-8b33-fa725c50bfd2,6011
Communications hors-forfait (international),839181104,1,fr_bd_839181104:b3e5b03a-a2d4-4fc6-a0a9-1a222a614017,606100
"Communications hors-forfait (international, SMS/MMS international)",831060876,1,fr_bd_831060876:6f54e694-88c4-43e7-b74b-4e1610ef4ebf,6061
"Communications hors-forfait (international, numéros spéciaux)",839181104,3,fr_bd_839181104:0e3ec335-00a8-4811-8a01-8347290a5365 | fr_bd_839181104:127c150d-1760-4fe8-8ecc-f87eb7b813b4 | fr_bd_839181104:580f82bf-4eee-46c9-acdd-91e59f067ede,6062
Communications internationales (00:01:30),839181104,1,fr_bd_839181104:a1f72383-db94-4608-a4b5-3bc7135c1b26,6062
Consommation d'électricité - Relevé Réel - Week-end Heures Pleines,831060876,1,fr_bd_831060876:be2c360e-d61c-4b1a-af85-0b4abc7a4696,606100
Consommation d'énergie électrique - Weekend Heures Creuses du 17/07/2025 au 16/08/2025,831060876,1,fr_bd_831060876:31a158a2-574f-45f6-997f-cf687b6a0b55,6061
Corps creux,831060876,1,fr_bd_831060876:35a45ee1-867a-4fe8-bbcd-5af400b08c63,6063
DALLE ANTI-VIBRA CAOUT 600X600MM NOIR,839181104,4,fr_bd_839181104:595a6532-e288-4ed0-adfb-e1cdced0f0b8 | fr_bd_839181104:66fdfc5b-1601-4bc2-8962-34239e1b4d64 | fr_bd_839181104:b5cb6fc7-2bda-4931-9186-cdd0a832a737 | fr_bd_839181104:d4fdc93d-4bc1-481e-b05d-bb707759c29b,6068
