article_source,normalized_label,invoice_count,line_occurrences,sample_account,already_in_base,partitions
PRESTONETT FIN ENDUIT EN POUDRE POUR FINITION INTERIEURE SAC DE 25KG,prestonett fin enduit en poudre pour finition interieure sac de 25kg,2,2,607,False,fr_bd_509118329
"PROF 1/4 RD FERME PVC ROG8Ql 8MM ROG801 2,5ML BLANC",prof 1 4 rd ferme pvc rog8ql 8mm rog801 2 5ml blanc,2,2,60620000,False,fr_bd_842785719
"PROMACURE S -Cure des bétons,phase solvant -BIDON DE 20 LITRES",promacure s cure des betons phase solvant bidon de 20 litres,2,2,6063,False,fr_bd_903252617
Pack Service Assurance Casse Vol Calendaire,pack service assurance casse vol calendaire,2,2,6063,False,fr_bd_844858571 | fr_bd_903252617
Pain Chocolat,pain chocolat,2,2,606100,False,fr_bd_844858571
Palette HMFC ciments 95x115 cm,palette hmfc ciments 95x115 cm,2,2,6063,False,fr_bd_842785719
Passerelle( avec ethernet),passerelle avec ethernet,2,2,607,False,fr_bd_914837463
"Planete au Naturel Huile de Coco Bio - 500 ml - Vierge, Pure et Biologique Végétale",planete au naturel huile de coco bio 500 ml vierge pure et biologique vegetale,2,2,60630000,False,fr_bd_844858571
"Plaque de platre BA13 Placoflam A2 2,5x1,2m R=0,04 m2.k/w",plaque de platre ba13 placoflam a2 2 5x1 2m r 0 04 m2 k w,2,2,6061,False,fr_bd_842785719
Pov l) bhon(PAc),pov l bhon pac,2,2,60610000,False,fr_bd_903252617
Prestation de sous traitance,prestation de sous traitance,2,2,604,False,fr_bd_903252617
Prototypes,prototypes,2,2,6063,False,fr_bd_842785719
R fmi Cops,r fmi cops,2,2,607,False,fr_bd_903252617
RACINE fictive pour établir RESA ou CONTRAT de consommables,racine fictive pour etablir resa ou contrat de consommables,2,2,6068,False,fr_bd_903252617
RAIL 48 3ML 10U/P,rail 48 3ml 10u p,2,2,6061,False,fr_bd_842785719
RAIL DEPART ALU 150MM 2.5ML LE ML,rail depart alu 150mm 2 5ml le ml,2,2,6062,False,fr_bd_842785719
RECHERCHE DE PANNE,recherche de panne,2,2,6068,False,fr_bd_903252617
REGLAGE DES BRAS,reglage des bras,2,2,6062,False,fr_bd_903252617
ROBOT FOND ROBOTCLEAN ONE MAX 10X6M,robot fond robotclean one max 10x6m,2,2,606200,False,fr_bd_509118329
ROND A BETON TOR HLE FE5005 6MM 3M,rond a beton tor hle fe5005 6mm 3m,2,2,6061,False,fr_bd_842785719
RONDELLE POINT FIXE ROUGE UNI RIVET,rondelle point fixe rouge uni rivet,2,2,6063,False,fr_bd_842785719
Rabot à béton essence,rabot a beton essence,2,2,6063,False,fr_bd_903252617
Raccordement de I'ensemble + essais,raccordement de i ensemble essais,2,2,6061,False,fr_bd_842785719
Rampe finition balayée (Forfaitaire),rampe finition balayee forfaitaire,2,2,60620000,False,fr_bd_903252617
